property_id,property_name,address,city,state,min_rent,max_rent,availability,primary_image_url,image_urls,special,feature_highlights,exterior_amenities,interior_amenities,pet_policy,managed_by,built_year,min_sqft,max_sqft,photo_count,has_complete_core_info,phone,email,street_address,verified_address,address_match_status,address_notes,latitude,longitude,price_1br_raw,price_1br_min,price_1br_max,price_2br_raw,price_2br_min,price_2br_max,website,actual_website,last_scraped
REM52,Bowen River Oaks,"2020 Westcreek Ln, Houston, TX 77021",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(281) 816-4640,,"2020 Westcreek Lane Houston, TX 77027","2020 Westcreek Ln #1704, Houston, TX 77027",confirmed,,29.746216,-95.4553486,718,718,718,1087,1087,1087,https://bowenriveroaks.com/,https://bowenriveroaks.com/,2026-05-27T23:40:52
REM53,Brays Oaks Park,"6400 West Bellfort Houston, TX 77035",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/272-8575,,"6400 West Bellfort Houston, TX 77035","6400 W Bellfort Ave, Houston, TX 77035",confirmed,,29.6570505,-95.50350979999999,2500,2500,2500,"1,052-1,145",1052,1145,https://www.braysoakspark-apartments.com/,https://www.braysoakspark-apartments.com/,2026-05-27T23:40:58
REM54,Brays Oaks Village,"8201 W Bellfort St, Houston, TX 77071",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,® 75% {12mo - 1BR units}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/995-0240,,"8201 West Bellfort Houston, TX 77071","8201 W Bellfort Ave, Houston, TX 77071",confirmed,,29.6552269,-95.520672,2500,2500,2500,"965-1,037",965,1037,https://www.braysoaksvillage-apartments.com/,https://www.braysoaksvillage-apartments.com/,2026-05-27T23:41:04
REM55,Breeze At Clear Lake,"300 Cyberonics Blvd, Houston, TX 77058",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(844) 595-1458,accessibility@apartments247.com,"300 Cyberonics Blvd Houston, TX 77058","300 Cyberonics Blvd, Houston, TX 77058",confirmed,,29.5741775,-95.1044524,$1325,,,"1,025-1,125",1025,1125,https://www.breezeatclearlake.com/,https://www.breezeatclearlake.com/,2026-05-27T23:41:12
REM56,Briarstone,4719 Reading Road,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/341-5924,,4719 Reading Road,"4719 Reading Rd, Rosenberg, TX 77471",confirmed,,29.5655825,-95.7785426,"1,170-1,205",1170,1205,"1,399-1,475",1399,1475,https://www.briarstoneliving.com/,https://www.briarstoneliving.com/,2026-05-27T23:41:26
REM57,Brisa Galeria,"5331 Beverly Hill, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50% (Register) {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,832/924-6260,,"5331 Beverly Hill St. Houston, TX 77056","5331 Beverly Hill St, Houston, TX 77056",confirmed,,29.7297232,-95.4712656,"866-1,146",866,1146,"866-1,146",866,1146,https://www.brisagaleria.com/,https://www.brisagaleria.com/,2026-05-27T23:42:02
REM58,Brittany Place,"2338 W 18th, Houston, TX 77008",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {6-12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/360-1019,,2338 W 18th St,"2338 W 18th St, Houston, TX 77008",confirmed,,29.8011785,-95.4386363,875-975,875,975,"1,025",1025,1025,https://www.brittany-place.com/,https://www.brittany-place.com/,2026-05-27T23:42:18
REM59,Broadstone Amelia,"1610 Campbell Rd, Houston, TX 77055",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {13+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 597-2828,,"1610 Campbell Road Houston, TX 77055","1610 Campbell Rd, Houston, TX 77055",confirmed,,29.7990295,-95.5136769,1500,1500,1500,"1,870-2,363",1870,2363,https://broadstoneamelia.com/,https://broadstoneamelia.com/,2026-05-27T23:42:35
REM61,Broadstone Energy Park,"880 Highway 6 South , Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 617-2698,,"880 Highway 6 South , Houston, TX 77079","880 Hwy 6, Houston, TX 77079",confirmed,,29.7725649,-95.64415199999999,683,683,683,1117,1117,1117,https://broadstoneenergypark.com/,https://broadstoneenergypark.com/,2026-05-27T23:42:53
REM62,Broadstone Post Oak,"3100 Post Oak Blvd Houston , TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/626-0700,investorrelations@broadstone.com,"3100 Post Oak Blvd Houston , TX 77056","3100 Post Oak Blvd, Houston, TX 77056",confirmed,,29.733452,-95.4611434,500,500,500,"1,978-2,738",1978,2738,https://www.broadstonepostoak.com/,https://www.broadstonepostoak.com/,2026-05-27T23:43:05
REM63,Broadstone Toscano,"2900 N Braeswood, Houston, TX 77025",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,50%-75% (Escort) {50%=8-11mo 75%=12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(713) 360-1934,,"2900 N Braeswood Blvd. Houston, TX 77025","2900 N Braeswood Blvd, Houston, TX 77025",confirmed,,29.697588,-95.4233115,642,642,642,1160,1160,1160,https://broadstonetoscano.com/,https://broadstonetoscano.com/,2026-05-27T23:43:15
REM64,Brookshire Village,529 Village Way,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/375-5320,,529 Village Way,"4896 Bettina Dr, House Springs, MO 63051",mismatch,"scraped='529 Village Way' | google='4896 Bettina Dr, House Springs, MO 63051'",38.3991379,-90.51017940000001,1000,1000,1000,"1,000-1,100",1000,1100,https://www.brookshire-village.com/,https://www.brookshire-village.com/,2026-05-27T23:43:48
REM65,Cadence Creek At Gosling,21901 Gosling Rd,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/978-2066,hello@cadencecreekgosling.com,21901 Gosling Rd,"21901 Gosling Rd, Spring, TX 77389",confirmed,,30.081942,-95.5070676,"1,370-2,042",1370,2042,"1,999-2,497",1999,2497,https://www.cadencecreekgosling.com/,https://www.cadencecreekgosling.com/,2026-05-27T23:44:07
REM66,Camden Downtown,1515 Austin Street,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/751-1900,,1515 Austin Street,"1515 Austin St, Houston, TX 77002",confirmed,,29.7499638,-95.36459839999999,"1,909-2,869",1909,2869,"2,439-5,249",2439,5249,https://www.camdendowntownhouston.com/,https://www.camdendowntownhouston.com/,2026-05-27T23:44:20
REM67,Camden Long Meadow Farms,"5300 Berkley Knoll Cir Richmond, TX 77407",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/204-8078,,"5300 Berkley Knoll Cir Richmond, TX 77407","5300 Berkeley Knl Cir, Richmond, TX 77407",confirmed,,29.6687562,-95.74518,2339,2339,2339,"2,269-2,299",2269,2299,https://www.camdenliving.com/apartments/richmond-tx/camden-long-meadow-farms,https://www.camdenliving.com/apartments/richmond-tx/camden-long-meadow-farms,2026-05-27T23:44:55
REM68,Camden Woodmill Creek,"1840 Woodland Field Xing Spring, TX 77380",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,281/954-3163,,"1840 Woodland Field Xing Spring, TX 77380","1840 Woodland Field Crossing, Spring, TX 77380",confirmed,,30.12642,-95.47397509999999,2229,2229,2229,"2,249-2,439",2249,2439,https://www.camdenliving.com/apartments/spring-tx/camden-woodmill-creek,https://www.camdenliving.com/apartments/spring-tx/camden-woodmill-creek,2026-05-27T23:45:11
REM69,Campeche Cove,00 PM Location 3428 Cove View Boulevard,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,409/572-6833,,00 PM Location 3428 Cove View Boulevard,"3428 Cove View Blvd, Galveston, TX 77554",mismatch,"scraped='00 PM Location 3428 Cove View Boulevard' | google='3428 Cove View Blvd, Galveston, TX 77554'",29.2469973,-94.86885799999999,"1,050-1,350",1050,1350,"1,700-1,800",1700,1800,https://www.campechecove-apartments.com/,https://www.campechecove-apartments.com/,2026-05-27T23:45:27
REM70,Caroline At Memorial,"15635 Memorial Dr, Houston, TX 77079",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100%-125% {100%=2BR 125%=1BR 12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/623-1210,,,"15635 Memorial Dr, Houston, TX 77079",google_only,,29.776803,-95.63151979999999,"1,213-1,940",1213,1940,"1,864-2,524",1864,2524,https://www.carolineatmemorial.com/,https://www.carolineatmemorial.com/,2026-05-27T23:45:41
REM72,Caroline On Voss,"2525 S Voss Rd, Houston, TX 77057",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo Guest card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 589-5327,,"2525 S Voss Rd Houston, TX 77057","2525 S Voss Rd, Houston, TX 77057",confirmed,,29.7396484,-95.5003955,632,632,632,"1,450-1,737",1450,1737,https://www.carolineonvoss.com/,https://www.carolineonvoss.com/,2026-05-27T23:46:01
REM73,Caroline Post Oak,"2525 McCue Rd, Houston, TX 77056",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% (Register) {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(855) 908-4596,,"2525 McCue Rd Houston, TX 77056","2525 McCue Rd, Houston, TX 77056",confirmed,,29.7433339,-95.46368299999999,643,643,643,"1,499-2,202",1499,2202,https://www.carolinepostoak.com/,https://www.carolinepostoak.com/,2026-05-27T23:46:10
REM74,Caroline Uptown West,"7600 Highmeadow Dr Houston, TX 77063",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(844) 656-0842,,"7600 Highmeadow Dr Houston, TX 77063","7600 Highmeadow Dr, Houston, TX 77063",confirmed,,29.7353835,-95.503182,672,672,672,"1,450-1,840",1450,1840,https://www.carolineuptownwest.com/,https://www.carolineuptownwest.com/,2026-05-27T23:46:18
REM75,Caroline West Gray,"1340 W. Gray St Houston, TX 77019",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(866) 341-9227,,"1340 W. Gray St Houston, TX 77019","1340 W Gray St, Houston, TX 77019",confirmed,,29.75348739999999,-95.3972955,699,699,699,"1,770-2,521",1770,2521,https://www.carolinewestgray.com/,https://www.carolinewestgray.com/,2026-05-27T23:46:26
REM76,Casella,"77379 map Ph:346/680-9135 Add to favorites Built:2024 Managed By: Greystar Features: Brand New All-Inclusive Senior Apartment Homes Designer One And Two-Bedroom Gourmet Chef Inspired Kitchens Quartz Countertops / Stainless Steel Appliances Elevators Accessible To All Floors Fitness Studio / Yoga Studio / Body Move Room Golf Putting Green/Dog Park w/Wash/Grooming Station Photos View All 1 2 3 4 5 6 7 8 Larger Policies & Amenities Deposit: Fees: App: $25 Renters Insurance Req'd Terms:12-18 mos Office Hrs:m-f8-5 st10-5 sncl Pets:Cats:Yes Dogs:YesNo Max Wt-Breed LtdDog Park on siteDep:500/250 nr feePet Rent: $25/mo School District:Klein Elem:Benfer Int:Strack High:Klein Exterior Amenities: Fitness center, Pool, Gated entrance, Private detached garages($150/mo), Theater room, Door to door trash pickup, Club house, Picnic area, Outdoor Grills, Game/Sport room, Elevators, Dog Park, Community parking garage, Handicap modified units Interior Amenities: W/D machines, Walk-in closets, Garden/large tubs, Walk-in showers, Private patios/balconies, Cable ready, Hi-speed internet, Custom carpet, Non-carpeted flooring, Ice makers, Premium Countertops, Premium Appliances, Self cleaning ovens, Dishwashers, Garbage disposals Agents Only: ID:4541C Units: 163 #Flrs:4 Map#:000A CR:100% {12+mo} Mgmt:Greystar Mgr:Silvia Saucedo Show Corp Info Greystar730 Town & Country Blvd #800, Houston, TX 77024Ph:713/479-8900 Fax: Greystar601 State Street #500, Southlake, TX 76092Ph:469/955-0040 Fax:214/614-4679 Greystar2500 Bee Cave RD #500, Austin, TX 78746Ph:512/474-2664 Fax:512/477-6800 Greystar777 Sonterra Blvd, San Antonio, TX 78258Ph:210/625-5852 Fax:210/479-0515 Greystar10 Glenlake Pkwy #445, Atlanta, GA 30328Ph:404/334-3125 Fax:770/512-4001 Greystar3200 E Camelback Rd #255, Phoenix, AZ 85018Ph:602/522-1200 Fax:602/522-1220 Greystar12 Cadillac Dr #400, Brentwood, TN 37207Ph:931/536-4001 Fax: Greystar521 E Morehead St #130, Charlotte, NC 28202Ph:704/675-7809 Fax:704/332-0405 Greystar4131 Parklake Ave #150, Raleigh, NC 27612Ph:919/789-0897 Fax: Greystar315 E Robinson St, Orlando, FL 32801Ph:407/901-2995 Fax: Greystar4030 Boy Scout Blvd, Suite 800, Tampa, FL 33607Ph:813/321-4819 Fax: Greystar4720 Salisbury Rd, Jacksonville, FL 32256Ph:904/800-5030 Fax: Discounts for: Rent Subsidies: Qualify:Income:1.00 x rent, Credit check, Rent history check Will Consider:Co-signers, 1st time renters Special:2mos free w/12+mo Tags: Availability: 1x1, 2x2 [5/14] Submit changes? Memo A: Memo B: for Agents ONLY Memo C: used as custom HEADLINE embedded into the HTML of your Web Ads for this Apartment Memo D: for Agents ONLY Floorplans Community Special print 2mos free w/12+mo limited time only - subject to approval Type † Price /mo Size (sf) Washer/Dryer Floorplans 1 Bedroom $1,464-1,764 755-837 Fullmachines 1 2 3 View All Larger 2 Bedrooms $1,930-2,324 1,022-1,278 Fullmachines 1 View Larger † Plus electric, water, trash Larger Maps SHOW MAP Casella 18381 Terranova West Dr, Spring, TX 77379 Web Ad eBrochure Web Ad Manager List Title: List #1 FEATURED PROPERTY Casella [Senior Living]18381 Terranova West Dr, Spring, TX 77379",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/680-9135,,18381 Terranova W Dr,"18381 Terranova W Dr, Spring, TX 77379",confirmed,,30.0338042,-95.499341,"1,464-1,764",1464,1764,"1,930-2,324",1930,2324,https://liveatcasella.com/,https://liveatcasella.com/,2026-05-27T23:47:19
REM77,Castlewood,"7000 Westview Drive Houston, TX 77055",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/686-3352,cw@rockwellmgmt.com,"7000 Westview Drive Houston, TX 77055","Castlewood St, Houston, TX 77025",close,"scraped='7000 Westview Drive Houston, TX 77055' | google='Castlewood St, Houston, TX 77025'",29.6905482,-95.4259782,"895-1,095",895,1095,"1,105-1,420",1105,1420,https://www.castlewood-apartments.com/,https://www.castlewood-apartments.com/,2026-05-27T23:47:36
REM79,Catalon At Lago Mar I,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,409/359-4070,,,"6201 Lago Mar Blvd, Santa Fe, TX 77510",google_only,,29.4253585,-95.0654639,"1,369-1,569",1369,1569,"1,549-1,749",1549,1749,,,2026-05-27T23:48:08
REM80,Catalyst,"2931 1475 Texas Street Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/292-2800,,"2931 1475 Texas Street Houston, TX 77002","1475 Texas Ave, Houston, TX 77002",close,"scraped='2931 1475 Texas Street Houston, TX 77002' | google='1475 Texas Ave, Houston, TX 77002'",29.7580016,-95.3583821,"1,850-2,865",1850,2865,"2,775-4,116",2775,4116,https://catalyst.live/,https://catalyst.live/,2026-05-27T23:48:30
REM81,Charleston At Fannin Station,"9779 Fannin Railway, Houston, TX 77045",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12+mo Guest Card}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(737) 359-3415,,9779 Fannin Rail Way,"9779 Fannin Rail Wy, Houston, TX 77045",confirmed,,29.6633831,-95.407852,2026,2026,2026,"1,749-2,564",1749,2564,https://www.charlestonatfanninstation.com/,https://www.charlestonatfanninstation.com/,2026-05-27T23:48:36
REM82,Chelsea At Fallbrook,"11000 Crescent Moon Houston , TX 77064",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/483-8901,reps@grgdreps.com,"11000 Crescent Moon Houston , TX 77064","11000 Crescent Moon Dr, Houston, TX 77064",confirmed,,29.9273057,-95.5824052,"945-1,150",945,1150,"1,258-1,343",1258,1343,https://www.chelseaatfallbrook.com/,https://www.chelseaatfallbrook.com/,2026-05-27T23:48:54
REM83,Circle At Hermann Park,,Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,713/524-2448,,,"3 Hermann Museum Cir Dr, Houston, TX 77004",google_only,,29.7175558,-95.3814481,992,992,992,"1,329-2,657",1329,2657,https://www.thecircleathermannpark.com/,https://www.thecircleathermannpark.com/,2026-05-27T23:49:25
REM84,City Place Montrose,"306 McGowen St, Houston, TX 77006",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,$750-100% (Register) {$750=3-12mo 100%=13-15mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(346) 536-8603,,"306 McGowen St. , Houston, TX 77006","1602 Bonnie Brae St, Houston, TX 77006",close,"scraped='306 McGowen St. , Houston, TX 77006' | google='1602 Bonnie Brae St, Houston, TX 77006'",29.7337456,-95.3997704,580,580,580,1145,1145,1145,https://cityplacemontrose.com/,https://cityplacemontrose.com/,2026-05-27T23:50:02
REM85,CityView Lofts I,"15 N Chenevert St, Houston, TX 77002",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,® 50%-100%E (Register) {12+mo E=Escort}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,(310) 566-8700,,"15 N Chenevert St. Houston, TX 77002","15 N Chenevert St #512, Houston, TX 77002",confirmed,,29.7602443,-95.35241730000001,"1,135-2,324",1135,2324,"2,220-3,767",2220,3767,https://www.liveatcityviewlofts.com/,https://www.liveatcityviewlofts.com/,2026-05-27T23:50:23
REM86,Co Op At Farmers Market,"1690 North Loop Houston, TX 77009",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/742-0761,,"1690 North Loop Houston, TX 77009","1690 North Loop, Houston, TX 77009",confirmed,,29.8121009,-95.3779955,"1,213-1,996",1213,1996,"1,365-2,268",1365,2268,https://www.coopfarmersmarketapts.com/,https://www.coopfarmersmarketapts.com/,2026-05-27T23:50:58
REM87,Colony Oaks,"6666 Chimney Rock, Houston, TX 77081",Houston,TX,1500,3500,1x1 to 3x2,/manus-storage/01_73004729.jpg,/manus-storage/02_d52c97d1.jpg|/manus-storage/03_59f64bbd.jpg|/manus-storage/04_4d430fc9.jpg|/manus-storage/05_4f33e7b4.jpg,100% {12mo}% commission,Premium amenities,Fitness and pool,Modern finishes,Pet-friendly,Habitat Locators,2020,600,1400,5,true,346/680-3945,,"6666 CHIMNEY ROCK HOUSTON, TX 77081","6666 Chimney Rock Rd, Houston, TX 77081",confirmed,,29.7086929,-95.4771186,"900-1,025",900,1025,"1,050-1,780",1050,1780,https://www.thecolonyoaks.com/,https://www.thecolonyoaks.com/,2026-05-27T23:51:34
